UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,torque_speed_ratio,ambient_temperature,load_density
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,9.399999999999977,0.03640319071791153,27.914737358786354,0.8851800304334996
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,9.400000000000034,0.034566145092460886,33.28699537545573,0.7865975910011925
5299,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,9.400000000000034,0.008497652582159626,28.803978509825743,0.45188308216043227
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,9.400000000000034,0.036236162361623615,27.919138141809444,0.44729569397984403
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,9.399999999999977,0.015497076023391813,21.791602942608392,0.7888656635806749
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,9.300000000000011,0.0426279602750191,30.407471377086836,0.6533442206754768
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,9.200000000000045,0.02494969818913481,40.8636575981278,0.35102265825084933
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,9.300000000000011,0.029777177582714382,39.196581588731334,0.3382358378538451
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,9.200000000000045,0.034596491228070174,30.03776071912207,0.7270632239239315
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,9.300000000000011,0.01732142857142857,27.116716915576742,0.3475020697340639
5307,H34720,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,9.199999999999989,0.01966501240694789,27.2356686941639,0.7807182742557084
5308,L52487,L,304.0,313.3,1530,34.8,211,0,0,0,0,0,0,9.300000000000011,0.022745098039215685,31.05186619231006,0.5621207814303052
5309,L52488,L,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,9.199999999999989,0.028764348413234303,35.128100106641085,0.9844494999233093
5310,M20169,M,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,9.300000000000011,0.03375527426160337,31.436562594043018,0.8950676972096296
5311,L52490,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,9.199999999999989,0.030133146461107218,29.491135940707853,0.9025930306043852
5312,H34725,H,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,9.199999999999989,0.034109589041095886,23.98385114303342,0.5241597076994603
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,9.299999999999955,0.012546716497597437,21.955815380121653,0.9939121700120612
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,9.199999999999989,0.020817369093231165,34.13313517562775,0.5205515330264711
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,9.199999999999989,0.01810699588477366,34.24664315581494,0.34701168430536283
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,9.199999999999989,0.01590643274853801,23.724034207268954,0.5655188777904865
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,9.199999999999989,0.01959739490822972,34.913864685633754,0.8451784191431226
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,9.099999999999966,0.02009773976786805,27.090229373299263,0.722454485417632
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,9.100000000000023,0.02606951871657754,31.11496532829514,0.9061717700056329
5320,M20179,M,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,9.199999999999989,0.033523537803138374,33.40031206696814,0.9082972176771471
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,9.300000000000011,0.03338224504768892,30.373529331747452,0.648099230246465
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,9.300000000000011,0.03166243654822335,28.260308339941012,0.5307618949675114
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,9.300000000000011,0.04075165806927045,35.7155713958093,0.6687683182183776
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,9.300000000000011,0.034596140100071476,37.468615650608754,0.8083486834820286
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,9.400000000000034,0.02018348623853211,35.166671109397576,0.46265128581482207
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,9.199999999999989,0.016115702479338842,33.14805139676872,0.4428281603869977
5327,M20186,M,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,9.199999999999989,0.034577464788732394,29.948211578700686,0.5224190053564164
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,9.199999999999989,0.007892249527410208,25.9721644999715,0.37119556162116796
5329,M20188,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,9.199999999999989,0.029800853485064012,32.819954923996065,0.5328751876810254
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,9.300000000000011,0.03125,26.980653089235894,0.9333319727527225
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,9.299999999999955,0.02008816120906801,29.664499233029886,0.41043842790405366
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,9.100000000000023,0.03073204419889503,25.66110142817313,0.7501031134875598
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,9.099999999999966,0.03292943692088382,31.212587508442862,0.5231004566297203
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,9.100000000000023,0.036725978647686834,24.42850981252092,0.5739049508913782
5335,M20194,M,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,9.200000000000045,0.0036215816703621586,35.788711137235204,0.501259317598439
5336,M20195,M,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,9.099999999999966,0.02584717607973422,27.71051658032562,0.7911494167961722
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,9.199999999999989,0.02026458208057727,31.780467523038038,0.8551160697398235
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,9.300000000000011,0.029959514170040485,34.799053157070475,0.5524116267324808
5339,M20198,M,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,9.199999999999989,0.019534050179211473,35.09948286617135,0.7217537901641138
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,9.300000000000011,0.020577164366373902,29.911448295741078,0.5033236428602055
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,9.199999999999989,0.03539124192390524,29.271218526759835,0.5158172912357603
5342,H34755,H,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,9.300000000000011,0.03974358974358974,35.12377516248144,0.4808035401755858
5343,M20202,M,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,9.300000000000011,0.03323636363636364,37.36982390535171,0.38109676382946894
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,9.300000000000011,0.023895457373988797,31.183173005364623,0.9253428328551547
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,9.400000000000034,0.03735294117647059,27.373965174361665,0.9552185755834524
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,9.300000000000011,0.02585301837270341,33.685875714089256,0.7809888864198165
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,9.300000000000011,0.023142112125162973,30.334495435269453,0.497629214539517
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,9.399999999999977,0.05055467511885895,30.511593769510213,0.80150353876866
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,9.300000000000011,0.021318545902649415,25.102177868285196,0.7698986104484842
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,9.399999999999977,0.02046285018270402,31.898435342160557,0.34049417238325763
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,9.400000000000034,0.021639950678175094,34.9137452218854,0.6843206166617355
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,9.399999999999977,0.022549019607843137,25.776961116730405,0.590853548610462
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,9.400000000000034,0.022830188679245283,32.20323168265578,0.7500814248253245
5354,L52533,L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,9.300000000000011,0.021397105097545627,33.109997946566246,0.5148609915517677
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,9.200000000000045,0.025649794801641587,36.60622735695425,0.3868216435319387
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,9.199999999999989,0.0375,38.066618044068214,0.40718720968808836
5357,H34770,H,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,9.300000000000011,0.017139479905437353,29.153222473557033,0.940517356714013
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,9.199999999999989,0.010467479674796748,23.574347545840695,0.9358930041083227
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,9.300000000000011,0.01324575807334428,26.731215977841835,0.3643108600939202
5360,M20219,M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,9.300000000000011,0.03371510379384395,27.414773881473998,0.36673738431510194
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,9.300000000000011,0.03007518796992481,30.224621205164524,0.8444353954928878
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,9.399999999999977,0.018685331710286062,27.05722448874052,0.770178749519115
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,9.400000000000034,0.04449648711943794,36.047180756980936,0.3851365084423409
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,9.300000000000011,0.02628458498023715,15.726787107033672,0.5441121298860083
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,9.400000000000034,0.022048719550281072,26.44916065541316,0.9533905807412171
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,9.5,0.023514211886304908,28.796046149074176,0.8558030077170835
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,9.5,0.02891737891737892,32.8331281267726,0.6529015964509166
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,9.399999999999977,0.015118912797281992,29.335906807032185,0.880367684361637
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,9.399999999999977,0.017996400719856028,21.541003181235453,0.5983634752281985
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,9.5,0.025149303251493033,28.447733157554985,0.3145409725531782
5371,H34784,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,9.399999999999977,0.022802704363859866,23.99068503790318,0.5765723857728764
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,9.400000000000034,0.033240418118466904,33.87048964376029,0.906438431628366
5373,H34786,H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,9.400000000000034,0.031013916500994033,37.20130022695359,0.5556089003620207
5374,M20233,M,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,9.400000000000034,0.013819789939192924,20.774518548197896,0.9877668500743637
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,9.400000000000034,0.02693069306930693,37.32245821786198,0.8114343642874795
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,9.400000000000034,0.02281045751633987,24.683937555789385,0.43996433952166547
5377,H34790,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,9.5,0.04303892215568862,39.56262224658929,0.6081120689251891
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,9.5,0.009408866995073893,33.68943632471583,0.34516618661468546
5379,L52558,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,9.5,0.023806451612903224,29.049178411274006,0.3347980375905846
5380,L52559,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,9.5,0.028838174273858923,30.834141683345432,0.39007275483555315
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,9.5,0.025100401606425703,38.969244302493316,0.5209102467266823
5382,L52561,L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,9.599999999999966,0.01635372501514234,39.222117398195394,0.9029065298412158
5383,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,9.5,0.0199057714958775,31.060505060499068,0.908037468713772
5384,L52563,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,9.5,0.026795212765957446,27.508610300819917,0.6534138785839172
5385,M20244,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,9.5,0.03237156931738212,27.328624249960743,0.8589180735767352
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,9.400000000000034,0.0153363740022805,36.4104387930585,0.7481120131639332
5387,L52566,L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,9.300000000000011,0.02859087814840027,40.593415586987604,0.815972149155644
5388,L52567,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,9.399999999999977,0.034891835310537335,20.679680850287337,0.46286618895159726
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,9.5,0.034217877094972066,28.65460621594449,0.6133654942518731
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,9.5,0.03594436310395315,30.218575334620407,0.5394566805715036
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,9.5,0.0318273769386379,36.334325159783624,0.53906554410928
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,9.5,0.021882951653944018,37.313140001771366,0.8476183188641093
5393,L52572,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,9.399999999999977,0.027143821742066174,28.363154509323397,0.6926029076591627
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,9.5,0.028920570264765785,35.05741864532035,0.6220494107232106
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,9.5,0.05586370839936609,36.06501285536469,0.37892339105919143
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,9.599999999999966,0.024068018312622626,37.98722260983509,0.3211687558282178
5397,L52576,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,9.599999999999966,0.02606697307944846,24.232434803776954,0.7504751054839914
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,9.5,0.03015536723163842,32.802875447309795,0.31390142704340185
5399,L52578,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,9.5,0.012428497139885595,31.790438998574494,0.6653950780483462
5400,H34813,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,9.599999999999966,0.038128986534372786,26.480152095021932,0.5163188962176027
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,9.699999999999989,0.03134732566012187,31.46578551329138,0.7976876914514008
5402,M20261,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,9.699999999999989,0.03768913342503439,30.26112232108677,0.5242510283572456
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,9.600000000000023,0.034130893736805064,27.684667916233003,0.7056619662819429
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,9.600000000000023,0.013670613562970935,27.390921054165343,0.6022619560585096
5405,H34818,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,9.699999999999989,0.03241912798874824,25.98217017699492,0.4997014108089529
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,9.699999999999989,0.033725761772853184,31.183794562389135,0.5628112955381523
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,9.699999999999989,0.035147058823529406,19.872978441413416,0.4910586436289952
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,9.699999999999989,0.012691914022517913,27.711996290171022,0.768511930149109
5409,L52588,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,9.799999999999955,0.02027027027027027,33.08612042865846,0.9523803417856904
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,9.699999999999989,0.030844382414515006,26.87615949216897,0.3162732202518546
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,9.800000000000011,0.03634438955539873,27.467738941494098,0.4560817564497919
5412,L52591,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,9.800000000000011,0.02694938440492476,24.37998429765073,0.8454255648410325
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,9.700000000000045,0.045105421686746985,26.56077599579709,0.5142426868692438
5414,H34827,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,9.800000000000011,0.023837590045841517,25.394042896995842,0.9492304613708773
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,9.699999999999989,0.022359843546284223,32.933119389131505,0.5384399939241153
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,9.799999999999955,0.03567375886524823,33.06014450945523,0.5003700247707445
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,9.699999999999989,0.01825301204819277,33.272095232471386,0.6028484276629744
5418,L52597,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,9.799999999999955,0.03304473304473304,33.29051269593514,0.4628504292141335
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,9.799999999999955,0.029756795422031475,25.66998725156034,0.9136221132504541
5420,L52599,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,9.699999999999989,0.040423921271763814,28.236285838696762,0.3645612976081163
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,9.699999999999989,0.022619047619047622,33.81649195042039,0.6804824531543346
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,9.699999999999989,0.023371647509578545,39.97050095435976,0.6455142720047853
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,9.699999999999989,0.03129395218002813,44.415555058875654,0.42593199726153275
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,9.699999999999989,0.019307832422586522,23.917080154063605,0.43445523095256533
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,9.599999999999966,0.033042846768336964,29.5414811283894,0.48313268203494675
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,9.699999999999989,0.015718309859154928,32.0428619980195,0.6773893781243884
5427,L52606,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,9.699999999999989,0.02702702702702703,32.56969025537295,0.6346769387146153
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,9.699999999999989,0.03647224174279691,31.41224076913056,0.5906016069895659
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,9.699999999999989,0.032553337921541636,27.540378397906007,0.31465702445787574
5430,L52609,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,9.599999999999966,0.021635220125786163,31.667578822455,0.36774952341638456
5431,L52610,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,9.699999999999989,0.01676505312868949,23.093933524333387,0.8587676690943595
5432,L52611,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,9.699999999999989,0.029685362517099863,29.290048230306578,0.5826464453698239
5433,L52612,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,9.599999999999966,0.0331896551724138,23.54279207033968,0.8104516526016654
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,9.600000000000023,0.02935483870967742,34.02929335997729,0.4891087411051376
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,9.600000000000023,0.018661755678330262,36.712990960021415,0.6789854047726614
5436,M20295,M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,9.5,0.0276246719160105,28.039125682818028,0.9081753989370118
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,9.600000000000023,0.01840381179273377,24.30307587734245,0.5452134621281748
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,9.700000000000045,0.033285509325681494,30.897252909539194,0.3825237076413144
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,9.600000000000023,0.019073083778966132,31.89083937731262,0.39916921102647107
5440,L52619,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,9.5,0.018757687576875768,23.68933142352474,0.4778972950929088
5441,H34854,H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,9.5,0.0176678445229682,27.018100455559637,0.9585040951333221
5442,M20301,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,9.600000000000023,0.03081896551724138,30.625027947073786,0.38006240544162484
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,9.599999999999966,0.03828529194382853,31.7102930675295,0.7726361647638229
5444,M20303,M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,9.699999999999989,0.03281907433380084,24.119067498656648,0.3360981529877639
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,9.699999999999989,0.009832015810276679,28.422169320748242,0.5929619019532723
5446,M20305,M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,9.800000000000011,0.019478155339805826,27.563750308262307,0.6826096063494382
5447,L52626,L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,9.799999999999955,0.02653871608206486,25.096933008334247,0.3655951556933614
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,9.699999999999989,0.030102389078498295,33.996129870312686,0.5887453573095267
5449,L52628,L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,9.699999999999989,0.026950354609929075,31.297374776594722,0.9958029166246813
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,9.699999999999989,0.00648346930012881,34.29006774125463,0.46220655777966535
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,9.699999999999989,0.029198606271777002,33.719366126094904,0.859450084326578
5452,L52631,L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,9.699999999999989,0.03585598824393828,27.623358420640166,0.4327664272672017
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,9.699999999999989,0.023052157115260784,35.254545491595096,0.43978870874551285
5454,L52633,L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,9.600000000000023,0.0290144727773949,23.595666713821785,0.9195142025151644
5455,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,9.5,0.02751540041067762,27.419668239998465,0.7461287098991094
5456,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,9.5,0.012401055408970976,29.740721342635386,0.8864096136414725
5457,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,9.5,0.020995532865347798,25.774285071270533,0.5172102937769937
5458,M20317,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,9.5,0.021036204744069916,28.065112493498777,0.4642673292345554
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,9.5,0.027807133421400267,32.62588034867671,0.7944556735858168
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,9.399999999999977,0.033792154163799035,28.476967678662643,0.5678599215189324
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,9.399999999999977,0.02365661861074705,35.93067123063121,0.3073173748929159
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,9.400000000000034,0.038909634055265124,28.370886051178587,0.5858564849170786
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,9.400000000000034,0.012069878242456327,37.683563240328645,0.3537887898530508
5464,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,9.5,0.022293401665598973,28.611485079211867,0.7756423031885028
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,9.5,0.019951778179626282,30.400418214902988,0.7479938689015113
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,9.5,0.03476123595505618,39.29436817101325,0.8475671279995587
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,9.400000000000034,0.031346423562412344,28.33726628446169,0.4028531180215107
5468,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,9.5,0.03716558206796818,22.30413846934546,0.4484443546004524
5469,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,9.5,0.016950113378684805,28.585997102717783,0.639692994746422
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,9.5,0.029534398888116747,20.94966614526175,0.9200961814293975
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,9.5,0.022397476340694007,36.891361454722684,0.9715462585392121
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,9.600000000000023,0.04546805349182764,33.9502477102097,0.30790508715196846
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,9.5,0.0417027417027417,32.108285007871096,0.5222617286922496
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,9.5,0.03783783783783783,31.32124519949185,0.8025498479858546
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,9.400000000000034,0.034034833091436865,25.31793060763497,0.9005517743861184
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,9.5,0.035029940119760475,33.58053838869946,0.7886529079053968
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,9.5,0.02906574394463668,32.92003158152782,0.579386452535092
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,9.400000000000034,0.015031196823596143,25.855546320354712,0.40854688471792716
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,9.5,0.021166977032898823,26.34438278356329,0.911166245242617
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,9.400000000000034,0.020524296675191817,33.554175171704756,0.7440998623341779
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,9.400000000000034,0.02435723951285521,21.395080544156986,0.3457885732183822
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,9.399999999999977,0.016002245929253228,25.150926234030443,0.4113964627541379
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,9.5,0.015039281705948373,29.14500734714426,0.8081831329276492
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,9.5,0.01095,25.105585472712193,0.8919768064883833
5485,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,9.5,0.013855421686746989,27.190549398455662,0.31675432030317113
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,9.5,0.03794642857142857,16.35418549633721,0.9662821708505891
5487,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,9.599999999999966,0.028289473684210528,27.071633471758744,0.7582347102634173
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,9.5,0.024767225325884542,23.277294371400117,0.39083041998905504
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,9.5,0.03593103448275862,25.894402275682893,0.3494010764515659
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,9.5,0.02334889926617745,26.7945715016724,0.6334585538836632
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,9.5,0.0531832298136646,25.80969250077361,0.31474417954895356
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,9.5,0.04340740740740741,31.274723527698683,0.8051768152683549
